Nazwa punktu pomiarowego,Grupa,Budynek,Klatka,Lokal,Właściciel,Lokalizacja,Uwagi,Mierzona wielkość,Nr miernika,Typ urządzenia,Nr radiowy,Objętość [m3] wrzesień 2020,"Objętość [m3] 
sierpień
 2020",Objętość [m3] lipiec 2020
1600685,odczyty z dnia 2020-07-01,Orzechowa 54,,8,,-,,ZW,61591195,AT-WMBUS-16-2,1600685,36.188,35.133,34.399
1607178,odczyty z dnia 2020-07-01,Orzechowa 54,,9,,-,,CW,61543337,AT-WMBUS-16-2,1607178,64.509,63.198,60.211
1591245,odczyty z dnia 2020-07-01,Orzechowa 54,,9,,-,,ZW,61592135,AT-WMBUS-16-2,1591245,119.334,116.311,110.851
1593177,odczyty z dnia 2020-07-01,Orzechowa 54,,10,,-,,CW,61543323,AT-WMBUS-16-2,1593177,78.336,75.666,73.004
1600958,odczyty z dnia 2020-07-01,Orzechowa 54,,10,,-,,ZW,61592159,AT-WMBUS-16-2,1600958,162.555,157.214,152.758
1602953,odczyty z dnia 2020-07-01,Orzechowa 54,,11,,-,,CW,61543329,AT-WMBUS-16-2,1602953,107.471,103.121,98.235
1588734,odczyty z dnia 2020-07-01,Orzechowa 54,,11,,-,,ZW,61591197,AT-WMBUS-16-2,1588734,143.881,138.596,133.183
1589805,odczyty z dnia 2020-07-01,Orzechowa 54,,12,,-,,CW,61543333,AT-WMBUS-16-2,1589805,47.331,46.102,44.678
1600318,odczyty z dnia 2020-07-01,Orzechowa 54,,12,,-,,ZW,61592134,AT-WMBUS-16-2,1600318,80.568,79.262,77.648
1589185,odczyty z dnia 2020-07-01,Orzechowa 54,,13,,-,,CW,61543312,AT-WMBUS-16-2,1589185,87.139,84.169,81.786
1600067,odczyty z dnia 2020-07-01,Orzechowa 54,,13,,-,,ZW,61592137,AT-WMBUS-16-2,1600067,151.028,146.889,143.64
1589402,odczyty z dnia 2020-07-01,Orzechowa 54,,14,,-,,CW,61543226,AT-WMBUS-16-2,1589402,137.562,132.165,126.467
1600334,odczyty z dnia 2020-07-01,Orzechowa 54,,14,,-,,ZW,61592075,AT-WMBUS-16-2,1600334,202.59,194.341,187.071
1592261,odczyty z dnia 2020-07-01,Orzechowa 54,,15,,-,,CW,61543311,AT-WMBUS-16-2,1592261,75.101,71.706,67.791
1609497,odczyty z dnia 2020-07-01,Orzechowa 54,,15,,-,,ZW,61591238,AT-WMBUS-16-2,1609497,89.52,85.117,79.82
1591524,odczyty z dnia 2020-07-01,Orzechowa 54,,16,,-,,ZW,61592149,AT-WMBUS-16-2,1591524,92.141,88.95,85.448
1605190,odczyty z dnia 2020-07-01,Orzechowa 54,,16,,-,,ZW,61543330,AT-WMBUS-16-2,1605190,25.145,24.063,22.978
1591122,odczyty z dnia 2020-07-01,Orzechowa 54,,17,,-,,CW,61543316,AT-WMBUS-16-2,1591122,126.113,120.383,112.665
1600845,odczyty z dnia 2020-07-01,Orzechowa 54,,17,,-,,ZW,61591242,AT-WMBUS-16-2,1600845,162.803,155.103,146.167
1589239,odczyty z dnia 2020-07-01,Orzechowa 54,,18,,-,,CW,61543317,AT-WMBUS-16-2,1589239,108.22,105.954,101.154
1600795,odczyty z dnia 2020-07-01,Orzechowa 54,,18,,-,,ZW,61592121,AT-WMBUS-16-2,1600795,151.094,147.967,141.672
1589353,odczyty z dnia 2020-07-01,Orzechowa 54,,19,,-,,CW,61543307,AT-WMBUS-16-2,1589353,,45.726,37.09
1612526,odczyty z dnia 2020-07-01,Orzechowa 54,,19,,-,,ZW,61591237,AT-WMBUS-16-2,1612526,99.502,91.053,81.668
1589330,odczyty z dnia 2020-07-01,Orzechowa 54,,20,,-,,CW,61537041,AT-WMBUS-16-2,1589330,170.122,163.172,155.546
1600582,odczyty z dnia 2020-07-01,Orzechowa 54,,20,,-,,ZW,61592150,AT-WMBUS-16-2,1600582,239.187,229.135,220.111
1588929,odczyty z dnia 2020-07-01,Orzechowa 54,,21,,-,,CW,61543306,AT-WMBUS-16-2,1588929,171.495,164.701,155.976
1600812,odczyty z dnia 2020-07-01,Orzechowa 54,,21,,-,,ZW,61592143,AT-WMBUS-16-2,1600812,258.345,247.971,236.537
1589352,odczyty z dnia 2020-07-01,Orzechowa 54,,22,,-,,CW,61543308,AT-WMBUS-16-2,1589352,100.982,97.369,93.377
1600304,odczyty z dnia 2020-07-01,Orzechowa 54,,22,,-,,ZW,61592099,AT-WMBUS-16-2,1600304,91.649,88.335,85.018
1585277,odczyty z dnia 2020-07-01,Orzechowa 54,,Piwnica,,-,,ZW,61592275,AT-WMBUS-16-2,1585277,23.788,23.788,23.788
1590244,odczyty z dnia 2020-07-01,Orzechowa 56,,1,,-,,CW,61537078,AT-WMBUS-16-2,1590244,87.151,84.862,81.829
1596833,odczyty z dnia 2020-07-01,Orzechowa 56,,1,,-,,ZW,61592282,AT-WMBUS-16-2,1596833,158.505,152.929,146.804
1592755,odczyty z dnia 2020-07-01,Orzechowa 56,,2,,-,,CW,61537065,AT-WMBUS-16-2,1592755,235.539,226.115,215.691
1590760,odczyty z dnia 2020-07-01,Orzechowa 56,,2,,-,,ZW,61592107,AT-WMBUS-16-2,1590760,381.355,366.203,351.692
1588806,odczyty z dnia 2020-07-01,Orzechowa 56,,3,,-,,CW,61537042,AT-WMBUS-16-2,1588806,52.663,52.496,52.496
1595818,odczyty z dnia 2020-07-01,Orzechowa 56,,3,,-,,ZW,61591232,AT-WMBUS-16-2,1595818,152.126,151.77,151.77
1590621,odczyty z dnia 2020-07-01,Orzechowa 56,,4,,-,,CW,61537017,AT-WMBUS-16-2,1590621,12.351,11.841,11.378
1595862,odczyty z dnia 2020-07-01,Orzechowa 56,,4,,-,,ZW,61592091,AT-WMBUS-16-2,1595862,45.217,42.431,38.032
1588873,odczyty z dnia 2020-07-01,Orzechowa 56,,5,,-,,CW,61537117,AT-WMBUS-16-2,1588873,95.615,92.843,90.297
1591419,odczyty z dnia 2020-07-01,Orzechowa 56,,5,,-,,ZW,61591240,AT-WMBUS-16-2,1591419,216.915,210.574,204.741
1590483,odczyty z dnia 2020-07-01,Orzechowa 56,,6,,-,,CW,61543326,AT-WMBUS-16-2,1590483,88.903,85.917,82.644
1596815,odczyty z dnia 2020-07-01,Orzechowa 56,,6,,-,,ZW,61592105,AT-WMBUS-16-2,1596815,82.456,79.369,76.382
1588835,odczyty z dnia 2020-07-01,Orzechowa 56,,7,,-,,CW,61537061,AT-WMBUS-16-2,1588835,74.194,70.988,68.391
1600636,odczyty z dnia 2020-07-01,Orzechowa 56,,7,,-,,ZW,61592093,AT-WMBUS-16-2,1600636,144.634,139.948,136.37
1589015,odczyty z dnia 2020-07-01,Orzechowa 56,,8,,-,,CW,61537110,AT-WMBUS-16-2,1589015,168.512,161.882,154.929
1600682,odczyty z dnia 2020-07-01,Orzechowa 56,,8,,-,,ZW,61591233,AT-WMBUS-16-2,1600682,177.102,169.151,161.489
1601962,odczyty z dnia 2020-07-01,Orzechowa 56,,9,,-,,CW,61543309,AT-WMBUS-16-2,1601962,76.835,74.073,70.707
1588883,odczyty z dnia 2020-07-01,Orzechowa 56,,9,,-,,ZW,61592157,AT-WMBUS-16-2,1588883,146.126,140.371,134.533
1587667,odczyty z dnia 2020-07-01,Orzechowa 56,,10,,-,,CW,61543267,AT-WMBUS-16-2,1587667,39.149,36.69,35.038
1595786,odczyty z dnia 2020-07-01,Orzechowa 56,,10,,-,,ZW,61592109,AT-WMBUS-16-2,1595786,124.282,118.109,113.953
1589374,odczyty z dnia 2020-07-01,Orzechowa 56,,11,,-,,CW,61537036,AT-WMBUS-16-2,1589374,28.689,28.157,27.662
1600511,odczyty z dnia 2020-07-01,Orzechowa 56,,11,,-,,ZW,61592104,AT-WMBUS-16-2,1600511,98.918,96.847,94.485
1589545,odczyty z dnia 2020-07-01,Orzechowa 56,,12,,-,,CW,61537066,AT-WMBUS-16-2,1589545,105.555,102.383,99.549
1564923,odczyty z dnia 2020-07-01,Orzechowa 56,,12,,-,,ZW,61592270,AT-WMBUS-16-2,1564923,157.129,150.523,145.333
1588838,odczyty z dnia 2020-07-01,Orzechowa 56,,13,,-,,CW,61537071,AT-WMBUS-16-2,1588838,81.485,78.196,74.872
1596027,odczyty z dnia 2020-07-01,Orzechowa 56,,13,,-,,ZW,61592168,AT-WMBUS-16-2,1596027,,106.818,103.666
1590607,odczyty z dnia 2020-07-01,Orzechowa 56,,14,,-,,CW,61543340,AT-WMBUS-16-2,1590607,90.053,86.908,82.978
1599639,odczyty z dnia 2020-07-01,Orzechowa 56,,14,,-,,ZW,61592142,AT-WMBUS-16-2,1599639,175.532,169.509,163.345
1589248,odczyty z dnia 2020-07-01,Orzechowa 56,,15,,-,,CW,61543336,AT-WMBUS-16-2,1589248,38.651,37.445,36.107
1595864,odczyty z dnia 2020-07-01,Orzechowa 56,,15,,-,,ZW,61592146,AT-WMBUS-16-2,1595864,59.762,57.987,56.228
1589380,odczyty z dnia 2020-07-01,Orzechowa 56,,16,,-,,CW,61543328,AT-WMBUS-16-2,1589380,54.067,51.431,48.831
1600634,odczyty z dnia 2020-07-01,Orzechowa 56,,16,,-,,ZW,61592156,AT-WMBUS-16-2,1600634,113.012,107.602,102.632
1600126,odczyty z dnia 2020-07-01,Orzechowa 56,,17,,-,,CW,61543322,AT-WMBUS-16-2,1600126,173.922,166.429,159.346
1600830,odczyty z dnia 2020-07-01,Orzechowa 56,,17,,-,,ZW,61592092,AT-WMBUS-16-2,1600830,168.196,160.781,154.534
1588904,odczyty z dnia 2020-07-01,Orzechowa 56,,18,,-,,CW,61543259,AT-WMBUS-16-2,1588904,145.98,140.435,134.506
1614860,odczyty z dnia 2020-07-01,Orzechowa 56,,18,,-,,ZW,61568241,AT-WMBUS-16-2,1614860,201.627,193.4,185.39
1589618,odczyty z dnia 2020-07-01,Orzechowa 56,,19,,-,,CW,61537100,AT-WMBUS-16-2,1589618,93.451,89.736,86.253
1591761,odczyty z dnia 2020-07-01,Orzechowa 56,,19,,-,,ZW,61592151,AT-WMBUS-16-2,1591761,156.53,151.038,146.47
1592831,odczyty z dnia 2020-07-01,Orzechowa 56,,20,,-,,CW,61537067,AT-WMBUS-16-2,1592831,116.52,112.915,108.412
1599860,odczyty z dnia 2020-07-01,Orzechowa 56,,20,,-,,ZW,61592166,AT-WMBUS-16-2,1599860,140.296,135.746,130.97
1589711,odczyty z dnia 2020-07-01,Orzechowa 56,,21,,-,,CW,61537058,AT-WMBUS-16-2,1589711,103.308,100.483,97.894
1599836,odczyty z dnia 2020-07-01,Orzechowa 56,,21,,-,,ZW,61592095,AT-WMBUS-16-2,1599836,345.941,330.369,324.274
1588963,odczyty z dnia 2020-07-01,Orzechowa 56,,22,,-,,CW,61543334,AT-WMBUS-16-2,1588963,110.694,105.966,101.2
1596827,odczyty z dnia 2020-07-01,Orzechowa 56,,22,,-,,ZW,61592144,AT-WMBUS-16-2,1596827,164.405,157.757,151.384
1614522,odczyty z dnia 2020-07-01,Orzechowa 56,,Zsyp,,-,,ZW,61592077,AT-WMBUS-16-2,1614522,19.168,18.641,18.049
1592791,odczyty z dnia 2020-07-01,Orzechowa 58,,1,,-,,CW,61537063,AT-WMBUS-16-2,1592791,60.645,59.032,57.447
1595999,odczyty z dnia 2020-07-01,Orzechowa 58,,1,,-,,ZW,61592141,AT-WMBUS-16-2,1595999,137.904,135.456,133.031
1589039,odczyty z dnia 2020-07-01,Orzechowa 58,,2,,-,,CW,61537040,AT-WMBUS-16-2,1589039,355.533,344.449,331.5
1588803,odczyty z dnia 2020-07-01,Orzechowa 58,,2,,-,,ZW,61592126,AT-WMBUS-16-2,1588803,339.846,328.092,315.935
1588622,odczyty z dnia 2020-07-01,Orzechowa 58,,3,,-,,CW,61543320,AT-WMBUS-16-2,1588622,88.643,87.671,83.542
1600326,odczyty z dnia 2020-07-01,Orzechowa 58,,3,,-,,ZW,61592148,AT-WMBUS-16-2,1600326,96.397,95.409,91.143
1590882,odczyty z dnia 2020-07-01,Orzechowa 58,,4,,-,,CW,61537076,AT-WMBUS-16-2,1590882,98.488,95.131,91.6
1591650,odczyty z dnia 2020-07-01,Orzechowa 58,,4,,-,,ZW,61592122,AT-WMBUS-16-2,1591650,116.106,111.937,107.722
1594639,odczyty z dnia 2020-07-01,Orzechowa 58,,5,,-,,CW,61543341,AT-WMBUS-16-2,1594639,56.996,56.996,56.996
1600416,odczyty z dnia 2020-07-01,Orzechowa 58,,5,,-,,ZW,61592164,AT-WMBUS-16-2,1600416,104.064,104.064,104.064
1590178,odczyty z dnia 2020-07-01,Orzechowa 58,,6,,-,,CW,61543196,AT-WMBUS-16-2,1590178,69.572,67.256,64.898
1595897,odczyty z dnia 2020-07-01,Orzechowa 58,,6,,-,,ZW,61592102,AT-WMBUS-16-2,1595897,153.661,148.319,143.204
1590332,odczyty z dnia 2020-07-01,Orzechowa 58,,7,,-,,CW,61543214,AT-WMBUS-16-2,1590332,166.055,163.734,160.798
1599827,odczyty z dnia 2020-07-01,Orzechowa 58,,7,,-,,ZW,61592100,AT-WMBUS-16-2,1599827,180.989,177.994,175.308
1590841,odczyty z dnia 2020-07-01,Orzechowa 58,,8,,-,,CW,61543315,AT-WMBUS-16-2,1590841,96.507,92.348,88.454
1588932,odczyty z dnia 2020-07-01,Orzechowa 58,,8,,-,,ZW,61592158,AT-WMBUS-16-2,1588932,161.439,154.608,148.344
1590367,odczyty z dnia 2020-07-01,Orzechowa 58,,9,,-,,CW,61543327,AT-WMBUS-16-2,1590367,92.906,89.899,86.939
1594642,odczyty z dnia 2020-07-01,Orzechowa 58,,9,,-,,ZW,61592112,AT-WMBUS-16-2,1594642,116.671,112.618,108.903
1589018,odczyty z dnia 2020-07-01,Orzechowa 58,,10,,-,,CW,61537094,AT-WMBUS-16-2,1589018,132.099,126.458,120.11
1595750,odczyty z dnia 2020-07-01,Orzechowa 58,,10,,-,,ZW,61592114,AT-WMBUS-16-2,1595750,201.583,192.307,182.391
1590267,odczyty z dnia 2020-07-01,Orzechowa 58,,11,,-,,CW,61537123,AT-WMBUS-16-2,1590267,115.663,111.904,107.354
1600688,odczyty z dnia 2020-07-01,Orzechowa 58,,11,,-,,ZW,61592130,AT-WMBUS-16-2,1600688,132.23,128.204,123.81
1588996,odczyty z dnia 2020-07-01,Orzechowa 58,,12,,-,,CW,61543342,AT-WMBUS-16-2,1588996,24.626,24.086,23.422
1600352,odczyty z dnia 2020-07-01,Orzechowa 58,,12,,-,,ZW,61592129,AT-WMBUS-16-2,1600352,52.606,51.182,49.711
1589291,odczyty z dnia 2020-07-01,Orzechowa 58,,13,,-,,CW,61537049,AT-WMBUS-16-2,1589291,77.803,75.231,72.415
1599906,odczyty z dnia 2020-07-01,Orzechowa 58,,13,,-,,ZW,61592097,AT-WMBUS-16-2,1599906,124.416,119.723,115.208
1589156,odczyty z dnia 2020-07-01,Orzechowa 58,,14,,-,,CW,61537101,AT-WMBUS-16-2,1589156,98.675,94.295,91.607
1591408,odczyty z dnia 2020-07-01,Orzechowa 58,,14,,-,,ZW,61592113,AT-WMBUS-16-2,1591408,172.357,164.805,159.472
1589527,odczyty z dnia 2020-07-01,Orzechowa 58,,15,,-,,CW,61537075,AT-WMBUS-16-2,1589527,135.77,130.921,125.623
1595930,odczyty z dnia 2020-07-01,Orzechowa 58,,15,,-,,ZW,61592103,AT-WMBUS-16-2,1595930,185.199,178.302,171.408
1590196,odczyty z dnia 2020-07-01,Orzechowa 58,,16,,-,,CW,61537111,AT-WMBUS-16-2,1590196,60.943,57.193,53.668
1595740,odczyty z dnia 2020-07-01,Orzechowa 58,,16,,-,,ZW,61592098,AT-WMBUS-16-2,1595740,89.559,84.913,80.678
1589251,odczyty z dnia 2020-07-01,Orzechowa 58,,17,,-,,CW,61537109,AT-WMBUS-16-2,1589251,75.028,73.034,69.902
1590675,odczyty z dnia 2020-07-01,Orzechowa 58,,17,,-,,ZW,61592110,AT-WMBUS-16-2,1590675,144.242,141.441,137.607
1586860,odczyty z dnia 2020-07-01,Orzechowa 58,,18,,-,,CW,61543224,AT-WMBUS-16-2,1586860,96.147,93.073,88.292
1600849,odczyty z dnia 2020-07-01,Orzechowa 58,,18,,-,,ZW,61592072,AT-WMBUS-16-2,1600849,140.12,135.894,130.26
1590851,odczyty z dnia 2020-07-01,Orzechowa 58,,19,,-,,CW,61537035,AT-WMBUS-16-2,1590851,94.459,90.61,86.292
1595721,odczyty z dnia 2020-07-01,Orzechowa 58,,19,,-,,ZW,61592131,AT-WMBUS-16-2,1595721,158.078,151.055,143.773
1588817,odczyty z dnia 2020-07-01,Orzechowa 58,,20,,-,,CW,61537070,AT-WMBUS-16-2,1588817,131.576,126.23,120.344
1591703,odczyty z dnia 2020-07-01,Orzechowa 58,,20,,-,,ZW,61592128,AT-WMBUS-16-2,1591703,194.916,186.739,177.885
1592285,odczyty z dnia 2020-07-01,Orzechowa 58,,21,,-,,CW,61537082,AT-WMBUS-16-2,1592285,88.73,84.672,79.722
1596808,odczyty z dnia 2020-07-01,Orzechowa 58,,21,,-,,ZW,61592123,AT-WMBUS-16-2,1596808,157.503,152.097,146.519
1591458,odczyty z dnia 2020-07-01,Orzechowa 58,,Zsyp,,-,,ZW,61592069,AT-WMBUS-16-2,1591458,4.585,4.585,4.585
1589224,odczyty z dnia 2020-07-01,Orzechowa 60,,1,,-,,CW,61543205,AT-WMBUS-16-2,1589224,82.342,79.026,75.528
1588731,odczyty z dnia 2020-07-01,Orzechowa 60,,1,,-,,ZW,61592117,AT-WMBUS-16-2,1588731,144.556,139.344,133.581
1592778,odczyty z dnia 2020-07-01,Orzechowa 60,,2,,-,,CW,61543197,AT-WMBUS-16-2,1592778,62.229,59.793,57.287
1600325,odczyty z dnia 2020-07-01,Orzechowa 60,,2,,-,,ZW,61592125,AT-WMBUS-16-2,1600325,94.478,91.109,87.849
1588568,odczyty z dnia 2020-07-01,Orzechowa 60,,3,,-,,CW,61537051,AT-WMBUS-16-2,1588568,87.164,87.136,86.85
1595885,odczyty z dnia 2020-07-01,Orzechowa 60,,3,,-,,ZW,61592111,AT-WMBUS-16-2,1595885,131.584,128.926,128.427
1592570,odczyty z dnia 2020-07-01,Orzechowa 60,,4,,-,,CW,61543184,AT-WMBUS-16-2,1592570,44.722,43.052,37.683
1595799,odczyty z dnia 2020-07-01,Orzechowa 60,,4,,-,,ZW,61592083,AT-WMBUS-16-2,1595799,113.789,110.26,103.479
1588879,odczyty z dnia 2020-07-01,Orzechowa 60,,5,,-,,CW,61543257,AT-WMBUS-16-2,1588879,122.331,119.377,116.69
1591487,odczyty z dnia 2020-07-01,Orzechowa 60,,5,,-,,ZW,61592127,AT-WMBUS-16-2,1591487,138.522,133.359,128.295
1592650,odczyty z dnia 2020-07-01,Orzechowa 60,,6,,-,,CW,61537107,AT-WMBUS-16-2,1592650,5.95,5.606,5.221
1600426,odczyty z dnia 2020-07-01,Orzechowa 60,,6,,-,,ZW,61592080,AT-WMBUS-16-2,1600426,20.187,19.073,18.024
1589624,odczyty z dnia 2020-07-01,Orzechowa 60,,7,,-,,CW,61543187,AT-WMBUS-16-2,1589624,143.777,137.821,131.251
1588836,odczyty z dnia 2020-07-01,Orzechowa 60,,7,,-,,ZW,61592079,AT-WMBUS-16-2,1588836,132.788,127.522,122.609
1589968,odczyty z dnia 2020-07-01,Orzechowa 60,,8,,-,,CW,61543243,AT-WMBUS-16-2,1589968,55.135,53.198,51.051
1568208,odczyty z dnia 2020-07-01,Orzechowa 60,,8,,-,,ZW,61592267,AT-WMBUS-16-2,1568208,92.418,88.081,84.008
1589107,odczyty z dnia 2020-07-01,Orzechowa 60,,9,,-,,CW,61543198,AT-WMBUS-16-2,1589107,154.22,148.009,141.203
1600316,odczyty z dnia 2020-07-01,Orzechowa 60,,9,,-,,ZW,61592118,AT-WMBUS-16-2,1600316,168.739,162.355,156.133
1590408,odczyty z dnia 2020-07-01,Orzechowa 60,,10,,-,,CW,61543232,AT-WMBUS-16-2,1590408,302.293,290.798,278.935
1590770,odczyty z dnia 2020-07-01,Orzechowa 60,,10,,-,,ZW,61592082,AT-WMBUS-16-2,1590770,282.252,271.034,260.829
1589013,odczyty z dnia 2020-07-01,Orzechowa 60,,11,,-,,CW,61537115,AT-WMBUS-16-2,1589013,44.563,42.792,40.713
1616475,odczyty z dnia 2020-07-01,Orzechowa 60,,11,,-,,ZW,61592257,AT-WMBUS-16-2,1616475,105.435,102.78,100.714
1589271,odczyty z dnia 2020-07-01,Orzechowa 60,,12,,-,,CW,61543199,AT-WMBUS-16-2,1589271,285.042,274.784,264.46
1595909,odczyty z dnia 2020-07-01,Orzechowa 60,,12,,-,,ZW,61592073,AT-WMBUS-16-2,1595909,226.887,212.661,199.59
1590164,odczyty z dnia 2020-07-01,Orzechowa 60,,13,,-,,CW,61543188,AT-WMBUS-16-2,1590164,92.966,89.731,86.263
1595860,odczyty z dnia 2020-07-01,Orzechowa 60,,13,,-,,ZW,61592096,AT-WMBUS-16-2,1595860,97.899,94.137,90.474
1589364,odczyty z dnia 2020-07-01,Orzechowa 60,,14,,-,,CW,61543185,AT-WMBUS-16-2,1589364,68.608,65.863,63.498
1600879,odczyty z dnia 2020-07-01,Orzechowa 60,,14,,-,,ZW,61592067,AT-WMBUS-16-2,1600879,96.901,91.665,87.991
1588956,odczyty z dnia 2020-07-01,Orzechowa 60,,15,,-,,CW,61543201,AT-WMBUS-16-2,1588956,32.428,31.186,30.144
1596810,odczyty z dnia 2020-07-01,Orzechowa 60,,15,,-,,ZW,61592059,AT-WMBUS-16-2,1596810,58.35,56.206,54.503
1590051,odczyty z dnia 2020-07-01,Orzechowa 60,,16,,-,,CW,61543193,AT-WMBUS-16-2,1590051,83.014,80.252,77.229
1600221,odczyty z dnia 2020-07-01,Orzechowa 60,,16,,-,,ZW,61592101,AT-WMBUS-16-2,1600221,104.547,100.914,97.241
1589044,odczyty z dnia 2020-07-01,Orzechowa 60,,17,,-,,CW,61537072,AT-WMBUS-16-2,1589044,50.064,48.018,46.649
1569363,odczyty z dnia 2020-07-01,Orzechowa 60,,17,,-,,ZW,61592289,AT-WMBUS-16-2,1569363,144.774,140.476,137.294
1588821,odczyty z dnia 2020-07-01,Orzechowa 60,,18,,-,,CW,61543210,AT-WMBUS-16-2,1588821,7.93,7.93,7.93
1599879,odczyty z dnia 2020-07-01,Orzechowa 60,,18,,-,,ZW,61592119,AT-WMBUS-16-2,1599879,26.578,26.403,26.274
1592646,odczyty z dnia 2020-07-01,Orzechowa 60,,19,,-,,CW,61543241,AT-WMBUS-16-2,1592646,185.733,178.501,169.316
1596868,odczyty z dnia 2020-07-01,Orzechowa 60,,19,,-,,ZW,61592076,AT-WMBUS-16-2,1596868,199.547,190.182,179.068
1592870,odczyty z dnia 2020-07-01,Orzechowa 60,,20,,-,,CW,61543256,AT-WMBUS-16-2,1592870,51.845,50.301,48.895
1588715,odczyty z dnia 2020-07-01,Orzechowa 60,,20,,-,,ZW,61592054,AT-WMBUS-16-2,1588715,101.708,98.179,95.255
1590356,odczyty z dnia 2020-07-01,Orzechowa 60,,21,,-,,CW,61543225,AT-WMBUS-16-2,1590356,94.888,91.247,87.035
1599679,odczyty z dnia 2020-07-01,Orzechowa 60,,21,,-,,ZW,61592066,AT-WMBUS-16-2,1599679,102.791,98.819,94.707
1589533,odczyty z dnia 2020-07-01,Orzechowa 60,,22,,-,,CW,61543223,AT-WMBUS-16-2,1589533,127.634,125.763,123.022
1591624,odczyty z dnia 2020-07-01,Orzechowa 60,,22,,-,,ZW,61592081,AT-WMBUS-16-2,1591624,181.942,176.297,171.242
1589721,odczyty z dnia 2020-07-01,Orzechowa 60,,23,,-,,CW,61543221,AT-WMBUS-16-2,1589721,39.773,38.423,37.411
1600233,odczyty z dnia 2020-07-01,Orzechowa 60,,23,,-,,ZW,61592057,AT-WMBUS-16-2,1600233,43.131,40.969,39.651
1589072,odczyty z dnia 2020-07-01,Orzechowa 60,,24,,-,,CW,61543212,AT-WMBUS-16-2,1589072,58.387,58.301,58.271
1595789,odczyty z dnia 2020-07-01,Orzechowa 60,,24,,-,,ZW,61592124,AT-WMBUS-16-2,1595789,77.567,77.322,77.199
1589414,odczyty z dnia 2020-07-01,Orzechowa 60,,25,,-,,CW,61543213,AT-WMBUS-16-2,1589414,103.316,100.399,96.644
1599619,odczyty z dnia 2020-07-01,Orzechowa 60,,25,,-,,ZW,61592074,AT-WMBUS-16-2,1599619,188.373,182.996,176.792
1589323,odczyty z dnia 2020-07-01,Orzechowa 60,,26,,-,,CW,61543343,AT-WMBUS-16-2,1589323,191.4,185.436,177.834
1616416,odczyty z dnia 2020-07-01,Orzechowa 60,,26,,-,,ZW,61592288,AT-WMBUS-16-2,1616416,162.562,157.342,149.301
1589393,odczyty z dnia 2020-07-01,Orzechowa 60,,27,,-,,CW,61543222,AT-WMBUS-16-2,1589393,68.998,65.303,61.062
1600517,odczyty z dnia 2020-07-01,Orzechowa 60,,27,,-,,ZW,61592058,AT-WMBUS-16-2,1600517,107.696,102.056,96.498
1588934,odczyty z dnia 2020-07-01,Orzechowa 60,,28,,-,,CW,61543261,AT-WMBUS-16-2,1588934,105.579,101.509,97.853
1596837,odczyty z dnia 2020-07-01,Orzechowa 60,,28,,-,,ZW,61592108,AT-WMBUS-16-2,1596837,157.786,151.523,145.287
1596250,odczyty z dnia 2020-07-01,Orzechowa 60,,29,,-,,CW,61543209,AT-WMBUS-16-2,1596250,114.182,108.756,102.535
1599611,odczyty z dnia 2020-07-01,Orzechowa 60,,29,,-,,ZW,61592094,AT-WMBUS-16-2,1599611,150.076,143.694,137.555
1589053,odczyty z dnia 2020-07-01,Orzechowa 60,,30,,-,,CW,61543319,AT-WMBUS-16-2,1589053,115.342,111.487,107.094
1565167,odczyty z dnia 2020-07-01,Orzechowa 60,,30,,-,,ZW,61592291,AT-WMBUS-16-2,1565167,106.218,102.627,99.046
1592375,odczyty z dnia 2020-07-01,Orzechowa 60,,31,,-,,CW,61543254,AT-WMBUS-16-2,1592375,65.233,62.518,59.837
1600672,odczyty z dnia 2020-07-01,Orzechowa 60,,31,,-,,ZW,61592068,AT-WMBUS-16-2,1600672,106.623,102.623,99.096
1592090,odczyty z dnia 2020-07-01,Orzechowa 60,,32,,-,,CW,61543255,AT-WMBUS-16-2,1592090,154.853,150.748,145.138
1567733,odczyty z dnia 2020-07-01,Orzechowa 60,,32,,-,,ZW,61592055,AT-WMBUS-16-2,1567733,170.47,166.063,159.833
1590624,odczyty z dnia 2020-07-01,Orzechowa 60,,33,,-,,CW,61543246,AT-WMBUS-16-2,1590624,113.418,107.971,101.718
1589174,odczyty z dnia 2020-07-01,Orzechowa 60,,33,,-,,ZW,61592086,AT-WMBUS-16-2,1589174,174.475,168.41,161.728
1592304,odczyty z dnia 2020-07-01,Orzechowa 60,,34,,-,,CW,61543298,AT-WMBUS-16-2,1592304,49.745,47.973,46.061
1615137,odczyty z dnia 2020-07-01,Orzechowa 60,,34,,-,,ZW,61592056,AT-WMBUS-16-2,1615137,120.066,115.508,111.391
1589332,odczyty z dnia 2020-07-01,Orzechowa 60,,35,,-,,CW,61543242,AT-WMBUS-16-2,1589332,118.549,114.231,109.735
1610188,odczyty z dnia 2020-07-01,Orzechowa 60,,35,,-,,ZW,61592085,AT-WMBUS-16-2,1610188,141.084,135.571,130.618
1595913,odczyty z dnia 2020-07-01,Orzechowa 60,,lokal użytkowy,,-,,ZW,61592060,AT-WMBUS-16-2,1595913,12.956,12.828,10.784
1616487,odczyty z dnia 2020-07-01,Orzechowa 60,,piwnica,,-,,ZW,61592316,AT-WMBUS-16-2,1616487,0.075,0.075,0.075
